fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.489743678791283,0.9890383081905966,-1.3512556280920447,-0.6661392337346078,-0.16227162176086923,-0.44396787620555733,-0.3249716929700476,0.7938134738016875,1.3763619958088962,-0.622831967607571,-0.9848366966769506,5
-0.2052671354442145,2.042897308884172,-1.3512556280920447,0.8844254572368224,1.361670565210783,1.1680238911219276,0.9271354570248166,0.17490666599051075,-0.9341042840977906,0.4448799768625514,-0.584521329951888,5
-0.2052671354442145,1.3403246417551218,-1.1274034850357095,0.21989773253478048,0.9460499687639685,0.016601200173724073,0.43388112520865796,0.2986880275527324,-0.4869172621803697,0.17795199074502055,-0.584521329951888,5
2.2127834830058704,-1.4699660267610781,1.7826743746966485,-0.6661392337346078,-0.23154172116867164,0.24688573836336478,0.6615369706622697,0.9175948353639092,-1.2322289653760734,-0.4448799768625514,-0.584521329951888,6
-0.489743678791283,0.7548474191475804,-1.3512556280920447,-0.8876484753019546,-0.23154172116867164,-0.21368333801591663,-0.09731584751643592,0.7938134738016875,1.3763619958088962,-0.622831967607571,-0.9848366966769506,5
-0.1341479996074469,0.403561085583055,-1.015477413507542,-1.3306669584366486,-0.6471623176154851,0.016601200173724073,0.6235943297533344,-0.07265605713400118,-0.18879258090208687,-1.5125919213326733,-0.9848366966769506,5
-0.5608628146280505,0.6962996968868261,-1.3512556280920447,-2.2167039247060374,-0.9242427152466949,0.016601200173724073,-0.8182260247862062,-1.1866883111940645,0.4819879519740511,-1.4236159259601635,-0.38436364658935757,7
-0.2052671354442145,0.28646564106154654,-1.239329556563877,-0.44462999216726046,-0.3700819199842765,-0.674252414395198,-0.9320539475130121,0.17490666599051075,0.2583944410153373,-0.5338559722350616,-0.8847578549956855,7
-0.9875776296486536,0.28646564106154654,-0.9035513419793741,-0.8876484753019546,1.2924004658029737,0.016601200173724073,0.851250175206946,-0.38210946103955523,-0.33785492154122826,-0.8007839583525915,-1.1849943800394829,5
-1.7698881238530935,0.4913826689741863,-1.3512556280920447,-1.3306669584366486,0.7382396705405613,0.13174346926854444,0.6235943297533344,-1.3723603535374655,1.8980801880458928,-0.9787359490976121,-0.48444248827062275,5
0.29256681541315616,-1.4699660267610781,1.7826743746966485,-0.8876484753019546,0.9460499687639685,2.319446582070131,2.2930705297464864,0.23679734677162156,-0.18879258090208687,1.0677119444701224,0.11603056181697034,7
-0.347505407117749,-0.8259410818927824,0.3835984805945531,0.21989773253478048,0.25334897468593853,0.9377393529322869,1.0789060206605576,1.0413761969261308,1.4508931661284685,0.17795199074502055,-0.684600171633155,5
-0.1341479996074469,-0.5917501928497658,-0.17603187704628492,-1.3306669584366486,1.9158313604732014,-0.5591101453003777,-0.21114377024324177,0.05112530442828914,-1.1576977950565044,2.4913278704302857,-0.8847578549956855,5
0.29256681541315616,-0.24046385928524078,-0.735662234687123,0.21989773253478048,0.3918891735015501,-0.674252414395198,0.9271354570248166,0.17490666599051075,-1.1576977950565044,-0.8897599537251017,-0.9848366966769506,5
-0.845339357975119,-0.7673933596320281,-0.5677731273948714,0.44140697410212776,0.46115927290935255,0.7074548147426463,-0.09731584751643592,0.17490666599051075,0.7801126332523339,0.0,-0.684600171633155,6
-1.2720541729957227,-0.8259410818927824,-0.4558470558667039,-1.7736854415713434,0.11480877587034044,-0.44396787620555733,-0.7423407429683356,-0.6296721841639985,0.10933210037619594,-0.622831967607571,-1.0849155383582159,5
-0.347505407117749,-0.7088456373712743,-0.008142769754033535,-0.8876484753019546,0.11480877587034044,-1.2499637598692999,-1.197652433875559,-0.1964374186962228,-0.33785492154122826,-0.3559039814900411,-0.8847578549956855,5
-0.7031010863015851,1.0475860304513507,-1.3512556280920447,-0.6661392337346078,0.11480877587034044,-0.09854106892109628,-0.2870290520611123,0.42246938911495396,1.0782373145306168,-0.7118079629800812,-0.9848366966769506,5
-0.2052671354442145,0.667025835756449,-1.3512556280920447,-0.44462999216726046,0.25334897468593853,-0.7893946834900184,-1.0079392293308826,-0.07265605713400118,0.40745678165447874,-0.3559039814900411,-0.584521329951888,6
-0.9875776296486536,0.8426690025387117,-0.959514377743458,0.44140697410212776,0.7382396705405613,0.24688573836336478,1.4962750706588457,-0.44400014182066605,0.1838632706957683,-0.8007839583525915,-0.2842848049080923,5
0.15032854373962223,0.7255735580172032,-0.6796991989230391,0.21989773253478048,0.3226190740937477,0.016601200173724073,2.6724969388358395,0.05112530442828914,-1.1576977950565044,0.2669279861175308,-0.584521329951888,5
-2.054364667200162,-1.2357751377180615,0.047820266010050315,-0.8876484753019546,1.708021062249794,-0.21368333801591663,0.28211056157291686,-0.5058908226017769,0.40745678165447874,-0.7118079629800812,-1.1849943800394829,5
